,,,,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,QtyActual,LineTotal W/ CRV & ST 
,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,Total,Total
Class,InventoryNum,Description,InventoryPackageNum,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,Total,Total
Refrigerated,REF00044,Amy's Burrito Bean & Rice Diary Free 12/6 oz,BOX,3,,,,,,,,,12,,,,,,,,,,,,,,,$130.41 ,,,,,,,,,$537.94 ,,,,,,,,,,,,,,,15,$668.35 
Refrigerated,REF00045,Amy's Burrito Bean & Rice With Cheddar Cheese 12/6 oz,BOX,,,3,,,,,1,,,,,3,,,,,,,,,,,,,,$100.55 ,,,,,$34.56 ,,,,,$103.69 ,,,,,,,,,,,,7,$238.80 
Refrigerated,REF00249,Amy's Vegetable Pocket 12/5 oz,BOX,4,6,,5,1,,,4,,8,,,,,,,,,,,,,,,$137.27 ,$205.91 ,,$171.59 ,$35.39 ,,,$141.56 ,,$283.12 ,,,,,,,,,,,,,,,28,$974.84 
Refrigerated,REF00375,Wilcox Organic Hard Cooked And Peeled Eggs 24/2 ct,CASE,,3,,4,,,,,,,,,,,,,,,,,,2,,,,$93.87 ,,$125.16 ,,,,,,,,,,,,,,,,,,$71.73 ,,,9,$290.76 
Smallware / Equipment,SMW00003,EVERPURE Filter Change,EACH,1,,,,,,1,,,,,,,,,,,,,2,,,,3,$72.65 ,,,,,,$72.65 ,,,,,,,,,,,,,$85.40 ,,,,$128.10 ,7,$358.80 
Smallware / Equipment,SMW00005,BEVI Pentek CBC 10,EACH,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,$116.78 ,,,,,,,,,2,$116.78 
Smallware / Equipment,SMW00018,Everpure 4FC-LS Filter,EACH,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,$549.99 ,,,,,,6,$549.99 
Snacks,SNA00787,Jack Links Beef Jerky Original 70 Cal .9 oz,EACH,816,672,672,576,720,864,672,960,480,528,480,576,672,,,,,,,528,528,864,432,432,"$1,508.41 ","$1,242.22 ","$1,242.22 ","$1,064.76 ","$1,353.11 ","$1,647.00 ","$1,281.00 ","$1,830.00 ",$915.00 ,"$1,006.50 ",$915.00 ,"$1,098.00 ","$1,322.25 ",,,,,,,"$1,117.60 ","$1,117.60 ","$1,828.80 ",$914.40 ,$914.40 ,"11,472","$22,318.27 "
Snacks,SNA02344,Kalahari Biltong Dried Sliced Beef Original 1 oz,EACH,,,,,,,,,,,,,,,,,,,,,,,372,312,,,,,,,,,,,,,,,,,,,,,,,$992.00 ,$832.00 ,684,"$1,824.00 "
Snacks,SNA02345,Kalahari Biltong Dried Sliced Beef Spicy Peri Peri 1 oz,EACH,,,,,,,,,,,,,,,,,,,,,,,372,336,,,,,,,,,,,,,,,,,,,,,,,$992.00 ,$896.00 ,708,"$1,888.00 "
Snacks,SNA00790,Jack Links Jerky Turkey Original .9 oz,EACH,576,432,384,384,624,432,432,480,240,528,288,336,432,48,,,,,,720,528,528,336,240,"$1,064.76 ",$798.57 ,$709.84 ,$709.84 ,"$1,170.11 ",$823.50 ,$823.50 ,$915.00 ,$457.50 ,"$1,006.50 ",$549.00 ,$640.50 ,$849.75 ,$95.25 ,,,,,,"$1,524.00 ","$1,117.60 ","$1,117.60 ",$711.20 ,$508.00 ,"7,968","$15,592.02 "
Snacks,SNA00909,Cheez It Hot & Spicy 12.4 oz,BOX,,,,,,,,,,,,,,,,,,,,,12,155,94,50,,,,,,,,,,,,,,,,,,,,,$79.58 ,"$1,027.93 ",$623.40 ,$331.60 ,311,"$2,062.51 "
Snacks,SNA01058,Kirkland Signature Whole Fancy Cashews 2.5 lb,JAR,89,73,86,74,84,82,71,80,61,74,63,49,64,55,76,82,72,77,77,94,87,106,84,48,"$2,450.17 ","$2,009.69 ","$2,367.58 ","$2,037.22 ","$2,340.04 ","$2,327.99 ","$2,015.69 ","$2,271.20 ","$1,731.79 ","$2,100.86 ","$1,788.57 ","$1,391.11 ","$1,816.97 ","$1,561.47 ","$2,157.66 ","$2,437.80 ","$2,180.40 ","$2,331.82 ","$2,331.82 ","$2,846.63 ","$2,634.65 ","$3,210.03 ","$2,543.81 ","$1,715.20 ","1,808","$52,600.17 "
Snacks,SNA00440,Yogurt Pretzels Pc SML,PC SML,,,,,,,,,,,,,,,,,,,,41,78,78,50,37,,,,,,,,,,,,,,,,,,,,"$1,398.10 ","$2,659.80 ","$2,659.80 ","$1,705.00 ","$1,261.70 ",284,"$9,684.40 "
Snacks,SNA00016,Clif Bar Blueberry Crisp 12/2.4 oz,BOX,,,,,,,,,,,,,,,,,,,,62,52,55,43,32,,,,,,,,,,,,,,,,,,,,"$1,371.22 ","$1,150.04 ","$1,216.38 ",$951.02 ,$707.72 ,244,"$5,396.38 "
Snacks,SNA00594,M&m's Peanut 56 oz,BAG,46,46,55,49,50,53,42,39,51,40,30,25,37,26,29,35,24,33,35,43,50,49,42,33,$844.09 ,$844.08 ,"$1,009.25 ",$899.15 ,$929.50 ,"$1,002.77 ",$794.64 ,$737.88 ,$964.94 ,$756.80 ,$567.60 ,$473.00 ,$700.11 ,$491.98 ,$548.75 ,$693.81 ,$484.40 ,$666.04 ,$706.43 ,$867.89 ,"$1,009.17 ",$988.99 ,$847.70 ,$686.23 ,962,"$18,515.20 "
Snacks,SNA00609,Orbit Sugar Free Gum Spearmint 12/14 Pcs,BOX,42,48,51,42,47,53,43,50,52,39,43,30,44,35,44,40,35,50,38,53,39,47,41,36,$673.26 ,$769.44 ,$817.53 ,$673.26 ,$762.91 ,$876.12 ,$710.81 ,$826.55 ,$859.58 ,$644.67 ,$710.81 ,$495.91 ,$727.33 ,$578.57 ,$727.34 ,$694.32 ,$617.18 ,$881.68 ,$670.07 ,$934.60 ,$687.73 ,$828.79 ,$723.00 ,$634.80 ,"1,042","$17,526.26 "
Snacks,SNA00018,Clif Bar Chocolate Brownie 12/2.4 oz,BOX,,,,,,,,,,,,,,,,,,,,54,50,49,40,29,,,,,,,,,,,,,,,,,,,,"$1,194.29 ","$1,105.82 ","$1,083.71 ",$884.68 ,$641.38 ,222,"$4,909.88 "
Snacks,SNA01541,Kirkland Signature Raw Almond 3 lb,BAG,49,34,40,40,42,40,31,42,36,45,34,26,30,33,47,35,46,47,40,51,40,51,40,24,"$1,619.26 ","$1,123.59 ","$1,321.86 ","$1,321.86 ","$1,405.53 ","$1,363.19 ","$1,056.48 ","$1,431.35 ","$1,226.87 ","$1,533.60 ","$1,158.72 ",$886.08 ,"$1,022.36 ","$1,124.57 ","$1,601.66 ","$1,258.62 ","$1,672.10 ","$1,708.45 ","$1,454.00 ","$1,853.85 ","$1,454.00 ","$1,853.85 ","$1,454.00 ",$589.60 ,943,"$32,495.45 "
Snacks,SNA00429,Wheat Thins Pc SML,PC SML,,,,,,,,,,,,,,,,,,,,45,60,48,39,38,,,,,,,,,,,,,,,,,,,,$330.75 ,$441.00 ,$352.80 ,$286.65 ,$300.50 ,230,"$1,711.70 "
Snacks,SNA00613,Orbit Sugar Free Gum Wintermint 12/14 Pcs,BOX,44,44,50,36,47,55,46,48,44,41,42,32,42,37,41,40,41,33,37,51,39,40,39,34,$705.32 ,$705.32 ,$801.50 ,$577.08 ,$762.93 ,$909.18 ,$760.41 ,$793.50 ,$727.34 ,$677.73 ,$694.27 ,$528.97 ,$694.27 ,$611.64 ,$677.75 ,$694.32 ,$722.98 ,$581.91 ,$652.46 ,$899.32 ,$687.73 ,$705.35 ,$687.73 ,$599.54 ,"1,003","$16,858.55 "
Snacks,SNA00618,Altoids Sugar Free Mints Wintergreen 9/.37 oz,BOX,33,24,38,36,42,38,38,32,34,31,28,27,35,28,37,32,40,36,35,40,43,40,39,25,$410.97 ,$298.90 ,$473.26 ,$448.35 ,$528.54 ,$488.05 ,$488.02 ,$410.98 ,$436.67 ,$398.13 ,$359.61 ,$346.77 ,$449.50 ,$359.62 ,$475.21 ,$430.69 ,$548.00 ,$493.20 ,$479.50 ,$548.00 ,$589.10 ,$548.00 ,$534.30 ,$342.50 ,831,"$10,885.87 "
Snacks,SNA00617,Altoids Sugar Free Smalls Peppermint 9/.37 oz,BOX,29,19,29,20,29,26,25,30,23,24,16,29,28,18,31,21,34,23,24,32,35,32,34,27,$361.15 ,$236.63 ,$361.17 ,$249.08 ,$363.52 ,$333.92 ,$321.07 ,$385.29 ,$295.40 ,$308.23 ,$205.49 ,$372.45 ,$359.60 ,$231.18 ,$398.14 ,$283.42 ,$465.80 ,$315.10 ,$328.80 ,$438.40 ,$479.50 ,$438.40 ,$465.80 ,$369.90 ,638,"$8,367.44 "
Snacks,SNA02167,Unreal Peanut Butter Cups Dark Chocolate 40/0.5 Oz,CASE,,,,,,,,,,,,,,,,,,,,,,41,31,24,,,,,,,,,,,,,,,,,,,,,,"$1,370.78 ","$1,036.45 ",$802.41 ,96,"$3,209.64 "
Snacks,SNA00412,Trader Joe's Freeze Dried Strawberries Pc SML,PC SML,,,,,,,,,,,,,,,,,,,,15,26,29,28,13,,,,,,,,,,,,,,,,,,,,$523.50 ,$907.40 ,"$1,012.10 ",$977.20 ,$453.70 ,111,"$3,873.90 "
Snacks,SNA02168,Unreal Peanut Butter Cups Crispy Dark Chocolate Quinoa 40/0.5 oz,CASE,,,,,,,,,,,,,,,,,,,,,,26,28,22,,,,,,,,,,,,,,,,,,,,,,$869.28 ,$936.15 ,$735.54 ,76,"$2,540.97 "
Snacks,SNA01672,Good Health Apple Chips Nature Pc SML,PC SML,59,40,58,31,48,48,32,37,33,36,33,22,31,18,28,37,28,36,38,40,34,42,27,25,$485.57 ,$329.20 ,$477.33 ,$255.13 ,$399.29 ,$407.04 ,$271.36 ,$313.76 ,$279.86 ,$305.28 ,$279.84 ,$186.56 ,$262.91 ,$152.70 ,$237.55 ,$330.89 ,$253.40 ,$325.80 ,$343.90 ,$362.00 ,$307.70 ,$380.10 ,$244.35 ,$222.00 ,861,"$7,413.52 "
Snacks,SNA00382,Snyder's Pretzel Snaps Pc SML,PC SML,16,15,20,19,18,18,15,17,16,18,16,13,16,15,16,26,20,21,23,22,23,28,26,17,$56.96 ,$53.40 ,$71.20 ,$67.64 ,$65.07 ,$66.06 ,$55.05 ,$62.39 ,$58.72 ,$66.06 ,$58.72 ,$47.72 ,$58.72 ,$55.06 ,$58.76 ,$100.36 ,$78.33 ,$82.29 ,$90.15 ,$86.23 ,$90.14 ,$109.66 ,$101.86 ,$66.09 ,454,"$1,706.64 "
Snacks,SNA01464,Dark Chocolate Berry Trail Mix Pc SML,PC SML,25,16,24,25,30,39,27,31,25,6,26,20,20,19,34,40,42,38,26,24,20,25,24,12,$663.00 ,$424.32 ,$636.48 ,$663.00 ,$808.72 ,"$1,066.26 ",$738.18 ,$847.54 ,$683.50 ,$164.04 ,$710.84 ,$546.80 ,$546.82 ,$519.52 ,$929.70 ,"$1,153.94 ","$1,225.00 ","$1,108.37 ",$758.41 ,$700.03 ,$583.39 ,$729.16 ,$700.02 ,$385.01 ,618,"$17,292.05 "
Snacks,SNA01638,Wonderful Pistachio Salt Pepper 3 Lb,EACH,44,33,35,35,37,27,28,36,17,31,30,20,19,8,1,15,,,,,,3,21,27,"$1,724.80 ","$1,293.60 ","$1,372.00 ","$1,372.00 ","$1,469.98 ","$1,091.40 ","$1,131.84 ","$1,455.22 ",$687.18 ,"$1,253.06 ","$1,212.68 ",$808.43 ,$768.07 ,$323.38 ,$40.42 ,$646.75 ,,,,,,$129.35 ,$905.45 ,$890.55 ,467,"$18,576.16 "
Snacks,SNA00241,Fiber One Chewy Bars Oats & Chocolate 16/1.4 oz,BOX,,,,,11,18,15,22,16,19,13,11,20,18,28,29,25,26,20,24,22,28,20,20,,,,,$105.01 ,$171.84 ,$143.21 ,$210.02 ,$152.75 ,$181.40 ,$124.11 ,$105.03 ,$190.92 ,$171.87 ,$267.29 ,$290.88 ,$254.58 ,$264.74 ,$203.62 ,$244.35 ,$223.97 ,$285.06 ,$203.65 ,$203.66 ,405,"$3,997.96 "
Snacks,SNA01216,Albanese Gummy Bears Pc SML,PC SML,,,,,,,37,37,31,33,23,23,30,33,37,39,41,33,37,35,30,23,20,14,,,,,,,$460.67 ,$460.65 ,$385.95 ,$410.85 ,$286.36 ,$286.35 ,$373.54 ,$410.94 ,$460.76 ,$511.40 ,$544.63 ,$438.30 ,$491.40 ,$464.82 ,$398.46 ,$305.52 ,$265.66 ,$290.86 ,556,"$7,247.12 "
Snacks,SNA02192,Unreal Almond Butter Cups Dark Chocolate 40/0.5OZ,CASE,,,,,,,,,,,,,,,,,,,,,,4,20,25,,,,,,,,,,,,,,,,,,,,,,$167.20 ,$836.00 ,"$1,045.00 ",49,"$2,048.20 "
Snacks,SNA00701,The Daily Crave Veggie Chips 24/1 oz,CASE,,,,,,,,,,,,,,10,21,17,13,16,10,14,14,20,19,13,,,,,,,,,,,,,,$214.09 ,$442.32 ,$374.90 ,$290.99 ,$358.09 ,$223.80 ,$313.32 ,$313.32 ,$447.60 ,$425.24 ,$290.95 ,167,"$3,694.62 "
Snacks,SNA02171,Dang Sticky Rice Chips Sriracha 24/0.7 oz,CASE,,,,,,,,,,,,,,,,,,,,,,16,18,20,,,,,,,,,,,,,,,,,,,,,,$634.72 ,$714.05 ,$793.36 ,54,"$2,142.13 "
Snacks,SNA00331,Mary's Gone Crackers Gluten Free Pc SML,PC SML,,,,,,,,,,,,,,,,,,,,25,27,22,16,24,,,,,,,,,,,,,,,,,,,,$408.75 ,$441.45 ,$359.70 ,$261.60 ,$366.38 ,114,"$1,837.88 "
Snacks,SNA02172,Dang Sticky Rice Chips Original 24/0.7 oz,CASE,,,,,,,,,,,,,,,,,,,,,,16,16,24,,,,,,,,,,,,,,,,,,,,,,$634.72 ,$634.71 ,$952.02 ,56,"$2,221.45 "
Snacks,SNA02107,Starburst PC SML,PC SML,,,,,,,,,,,,,,,,,,,,37,25,17,15,8,,,,,,,,,,,,,,,,,,,,$485.41 ,$327.95 ,$222.98 ,$196.76 ,$109.20 ,102,"$1,342.30 "
Snacks,SNA00384,Somersaults Cinnamon Crunch Pc SML,PC SML,5,3,4,7,4,8,7,9,7,12,9,8,7,13,11,24,18,19,2,8,20,12,13,7,$111.80 ,$67.08 ,$89.44 ,$156.52 ,$90.84 ,$184.48 ,$161.43 ,$207.54 ,$161.42 ,$276.72 ,$207.54 ,$184.49 ,$161.42 ,$299.82 ,$253.71 ,$579.65 ,$442.80 ,$467.40 ,$49.20 ,$196.80 ,$492.00 ,$295.20 ,$319.80 ,$179.55 ,237,"$5,636.65 "
Snacks,SNA02111,Made in Nature Organic Dried Mangoes PC SML,PC SML,,,,1,25,35,19,21,16,20,21,23,35,25,15,19,25,22,12,17,16,18,13,12,,,,$26.80 ,$679.24 ,$967.40 ,$525.16 ,$580.44 ,$442.24 ,$552.80 ,$580.44 ,$635.72 ,$967.40 ,$691.00 ,$414.60 ,$558.33 ,$737.10 ,$648.62 ,$353.76 ,$501.17 ,$471.69 ,$530.69 ,$383.25 ,$359.81 ,410,"$11,607.66 "
Snacks,SNA01240,Stacy's Pita Chips Parmesan Garlic Herb 24/1.5 oz,CASE,3,1,1,4,,,,,,,1,,,,,,,,,14,12,14,12,7,$64.14 ,$21.38 ,$21.38 ,$85.52 ,,,,,,,$22.05 ,,,,,,,,,$327.17 ,$280.43 ,$327.18 ,$280.43 ,$163.59 ,69,"$1,593.27 "
Snacks,SNA00756,Kettle Brand Chips Backyard BBQ 24/1.5 oz,CASE,8,11,10,12,9,6,11,13,10,13,11,10,13,14,17,12,16,15,14,12,9,10,10,7,$185.20 ,$254.65 ,$231.50 ,$277.80 ,$210.54 ,$143.28 ,$262.68 ,$310.44 ,$238.80 ,$310.44 ,$262.68 ,$238.80 ,$320.54 ,$348.46 ,$423.13 ,$313.62 ,$424.80 ,$398.25 ,$371.70 ,$318.60 ,$238.95 ,$265.50 ,$265.50 ,$185.85 ,273,"$6,801.71 "
Snacks,SNA01610,Gravity Bin - Empty Container,EACH,13,,,9,2,,1,1,1,,1,,,6,,,,4,,10,5,6,10,,$0.00 ,,,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,,$0.00 ,,,,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,69,$0.00 
Snacks,SNA02338,Michel et Augustin Cookie Milk Chocolate Caramel 180/.32 oz,CASE,,,,,,,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,,,,$559.50 ,$671.40 ,22,"$1,230.90 "
Snacks,SNA02164,WOW Baking Gluten Free Cookies Snickerdoodle 100/1 oz,CASE,,,,,,,,,,,,,,,,,,,,,9,13,9,5,,,,,,,,,,,,,,,,,,,,,$718.92 ,"$1,038.44 ",$718.92 ,$399.40 ,36,"$2,875.68 "
Snacks,SNA00743,Popchips Chips Cheddar & Sour Cream 72/.8 oz,CASE,,,,,,,,,,1,4,2,3,4,4,7,4,5,6,8,6,4,8,3,,,,,,,,,,$56.78 ,$227.12 ,$113.56 ,$170.34 ,$227.12 ,$227.12 ,$420.19 ,$242.28 ,$302.85 ,$363.42 ,$484.56 ,$363.42 ,$242.28 ,$484.56 ,$181.71 ,69,"$4,107.31 "
Snacks,SNA00755,Kettle Brand Chips Kettle Jalapeno 24/1.5 oz,CASE,13,9,12,10,11,15,11,14,13,16,13,11,15,13,16,14,16,14,14,13,9,11,8,12,$300.95 ,$208.35 ,$277.80 ,$231.50 ,$259.03 ,$358.18 ,$262.68 ,$334.32 ,$310.44 ,$382.08 ,$310.44 ,$262.68 ,$370.32 ,$323.57 ,$398.24 ,$365.06 ,$424.80 ,$371.70 ,$371.70 ,$345.15 ,$238.95 ,$292.05 ,$212.40 ,$318.60 ,303,"$7,530.99 "
Snacks,SNA00757,Kettle Brand Chips Salt & Pepper Krinkle Cut 24/1.5 oz,CASE,11,14,12,10,8,7,11,14,11,11,9,9,10,11,12,16,17,13,11,8,6,5,7,4,$254.65 ,$324.10 ,$277.80 ,$231.50 ,$187.39 ,$167.16 ,$262.68 ,$334.31 ,$262.68 ,$262.68 ,$214.92 ,$214.92 ,$300.89 ,$360.25 ,$393.00 ,$552.35 ,$593.85 ,$454.11 ,$384.23 ,$279.44 ,$209.58 ,$174.65 ,$244.51 ,$139.72 ,247,"$7,081.37 "
Snacks,SNA02337,Michel et Augustin Cookie Dark Chocolate 180/0.32 oz,CASE,,,,,,,,,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,,,,,,,,,,,$391.65 ,$559.50 ,17,$951.15 
Snacks,SNA00754,Kettle Brand Chips Buffalo Bleu 24/2 oz,CASE,,,,,,,,,,,,,,,,,,,1,8,6,8,6,5,,,,,,,,,,,,,,,,,,,$34.93 ,$279.44 ,$209.58 ,$279.44 ,$209.58 ,$174.65 ,34,"$1,187.62 "
Snacks,SNA01762,Lay's Flamin Hot Variety 30/2 oz,CASE,,,,,,,,,,,,,,,,,,,10,15,9,17,6,5,,,,,,,,,,,,,,,,,,,$431.50 ,$647.25 ,$388.35 ,$733.55 ,$258.90 ,$215.75 ,62,"$2,675.30 "
Snacks,SNA00685,Mary's Gone Crackers Original 12/6.5 oz,CASE,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,$328.91 ,,5,$328.91 
Snacks,SNA00739,Popchips Chips Original Potato Sea Salt 72/.8 oz,CASE,7,5,5,5,5,4,5,5,5,2,2,,2,1,2,3,2,4,5,6,5,7,5,3,$385.42 ,$275.30 ,$275.30 ,$275.30 ,$278.74 ,$227.12 ,$283.90 ,$283.90 ,$283.90 ,$113.56 ,$113.56 ,,$118.34 ,$59.17 ,$118.34 ,$185.41 ,$126.24 ,$252.48 ,$315.60 ,$378.72 ,$315.60 ,$441.84 ,$315.60 ,$189.36 ,95,"$5,612.70 "
Snacks,SNA00758,Kettle Brand Chips Sea Salt 24/1.5 oz,CASE,,,,,,,,,,,,,,,,,,,1,10,9,10,5,7,,,,,,,,,,,,,,,,,,,$34.93 ,$349.30 ,$314.37 ,$349.30 ,$174.65 ,$244.51 ,42,"$1,467.06 "
Snacks,SNA00674,Kettle Brand Chips New York Cheddar 24/1.5 oz,CASE,,,,,,,,,,,,,,,,,,,,12,9,7,3,3,,,,,,,,,,,,,,,,,,,,$306.36 ,$229.77 ,$178.71 ,$76.59 ,$76.59 ,34,$868.02 
Snacks,SNA00719,Cheetos Crunchy Cheese 64/2 oz,CASE,,,,,,,,,,,,,,,,,,,3,5,2,2,3,2,,,,,,,,,,,,,,,,,,,$144.54 ,$240.90 ,$96.36 ,$96.36 ,$144.54 ,$96.36 ,17,$819.06 
Snacks,SNA00721,Doritos Cool Ranch 64/1.75 oz,CASE,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,$144.54 ,$96.36 ,5,$240.90 
Snacks,SNA00722,Doritos Nacho Cheese 64/1.75 oz,CASE,,,,,,,,,,,,,,,,,,,2,4,3,2,2,2,,,,,,,,,,,,,,,,,,,$96.36 ,$192.72 ,$144.54 ,$96.36 ,$96.36 ,$96.36 ,15,$722.70 
Snacks,SNA01525,Nature Box Dark Chocolate Berry Trail Mix Pc SML,PC SML,1,1,,,1,,,,,,,,1,,5,,,,2,,6,,2,,$26.52 ,$26.52 ,,,$26.52 ,,,,,,,,$27.34 ,,$136.72 ,,,,$58.34 ,,$175.00 ,,$58.34 ,,19,$535.30 
Snacks,SNA02195,Belgian Boys Mini Stroopwafel Chocolate 31.75 oz,BAG,,,,,,,,,,,,,,,,23,,,,,,,2,,,,,,,,,,,,,,,,,$487.55 ,,,,,,,$42.86 ,,25,$530.41 
Snacks,SNA00201,Clif Bar Builder's Chocolate 12/2.4 oz,BOX,1,,7,,,,,2,,,3,,5,,,,,,,,,2,1,,$26.50 ,,$185.50 ,,,,,$54.66 ,,,$81.98 ,,$142.42 ,,,,,,,,,$60.77 ,$30.38 ,,21,$582.21 
Snacks,SNA00676,Kettle Brand Chips Honey Dijon 24/1.5 oz,CASE,,,,,,,,,,,,,,,,,,,,13,10,8,1,4,,,,,,,,,,,,,,,,,,,,$331.89 ,$255.30 ,$204.24 ,$25.53 ,$102.12 ,36,$919.08 
Snacks,SNA00763,Stacy's Pita Chips Simply Naked 24/1.5 oz,CASE,3,,2,2,1,,,,,,1,,,,,,,,,1,,1,1,,$64.14 ,,$42.76 ,$42.76 ,$21.38 ,,,,,,$22.05 ,,,,,,,,,$23.37 ,,$23.37 ,$23.37 ,,12,$263.20 
Snacks,SNA02223,Way Better Snacks Chips Unbeatable Blues 12/1 OZ,CASE,,,,,,,,,,,,,,,2,2,,,,12,12,18,1,,,,,,,,,,,,,,,,$27.66 ,$29.10 ,,,,$180.23 ,$180.24 ,$270.35 ,$15.02 ,,47,$702.60 
Snacks,SNA02326,Love Corn Roasted Corn Sea Salt 100/0.7 oz,CASE,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,$91.67 ,,1,$91.67 
Snacks,SNA00078,Larabar Blueberry Muffin 16/2 oz,BOX,9,6,9,8,4,,,,,,,,,,,,,,,,,,,,$221.76 ,$147.84 ,$221.76 ,$197.12 ,$99.33 ,,,,,,,,,,,,,,,,,,,,36,$887.81 
Snacks,SNA00079,Larabar Apple Pie 16/2 oz,BOX,9,6,11,7,5,,,,,,,,,,,,,,,,,,,,$221.76 ,$147.83 ,$271.04 ,$172.48 ,$124.74 ,,,,,,,,,,,,,,,,,,,,38,$937.85 
Snacks,SNA00082,Larabar Chocolate Coconut 16/1.8 oz,BOX,8,6,8,7,5,,,,,,,,,,,,,,,,,,,,$197.12 ,$147.84 ,$197.12 ,$172.48 ,$123.97 ,,,,,,,,,,,,,,,,,,,,34,$838.53 
Snacks,SNA00087,Larabar Peanut Butter Cookie 16/1.7 oz,BOX,,2,,,,,,,,,,,,,,,,,,,,,,,,$49.28 ,,,,,,,,,,,,,,,,,,,,,,,2,$49.28 
Snacks,SNA00089,Larabar Chocolate Chip Cookie Dough 16/2 oz,BOX,22,10,14,11,9,,,,,,,,,,,,,,,,,,,,$542.03 ,$246.40 ,$344.96 ,$271.04 ,$223.30 ,,,,,,,,,,,,,,,,,,,,66,"$1,627.73 "
Snacks,SNA00097,Nature's Bakery Whole Wheat Raspberry Fig Bar 12/2 oz,BOX,17,7,25,25,21,24,19,20,20,31,24,18,18,2,,,,,,,,,,,$167.69 ,$69.05 ,$246.60 ,$229.93 ,$195.15 ,$227.63 ,$180.20 ,$189.69 ,$189.68 ,$294.02 ,$227.62 ,$170.72 ,$170.72 ,$18.97 ,,,,,,,,,,,271,"$2,577.67 "
Snacks,SNA00098,Nature's Bakery Whole Wheat Blueberry Fig Bar 12/2 oz,BOX,17,18,18,22,28,32,31,45,33,24,20,25,30,5,,,,,,,,,,,$167.69 ,$177.55 ,$177.55 ,$202.34 ,$259.53 ,$303.50 ,$294.01 ,$426.80 ,$312.98 ,$227.62 ,$189.69 ,$237.11 ,$284.53 ,$47.42 ,,,,,,,,,,,348,"$3,308.32 "
Snacks,SNA00099,Nature's Bakery Whole Wheat Strawberry Fig Bar 12/2 oz,BOX,17,11,18,29,28,32,38,30,24,30,30,29,23,,,,,,,,,,,,$167.69 ,$108.50 ,$177.55 ,$266.72 ,$261.54 ,$303.50 ,$360.40 ,$284.52 ,$227.62 ,$284.53 ,$284.52 ,$275.05 ,$247.96 ,,,,,,,,,,,,339,"$3,250.10 "
Snacks,SNA00109,One Bars Cherry 12/.9 oz,BOX,,37,74,49,60,104,120,92,108,72,84,60,79,23,12,19,23,29,19,,,,,,,$524.72 ,"$1,049.44 ",$694.90 ,$866.86 ,"$1,521.01 ","$1,755.00 ","$1,345.50 ","$1,579.50 ","$1,053.00 ","$1,228.50 ",$877.50 ,"$1,155.38 ",$336.39 ,$215.81 ,$359.68 ,$441.23 ,$556.34 ,$364.47 ,,,,,,"1,064","$15,925.23 "
Snacks,SNA00110,One Bars Mango 12/.9 oz,BOX,,,,,,,,,,,,,20,41,26,32,30,31,28,4,,,,,,,,,,,,,,,,,$292.51 ,$599.65 ,$460.87 ,$601.87 ,$575.51 ,$594.70 ,$537.15 ,$76.73 ,,,,,212,"$3,738.99 "
